Location,Post Office,State,Postcode,Latitude,Longitude
Jalan Talib Abu,Batu Pahat,Johor,83000,1.845988,102.9291649
Jalan Tan Chok,Batu Pahat,Johor,83000,1.8539494,102.9357477
Jalan Tan Siew Hoe,Batu Pahat,Johor,83000,1.8644499,102.9476881
Jalan Tanjung Labuh (Km 0 - Km 11),Batu Pahat,Johor,83000,1.8539494,102.9357477
Jalan Temenggung,Batu Pahat,Johor,83000,1.8555804,102.927161
Jalan Tukas,Batu Pahat,Johor,83000,1.8375168,102.9345891
Jalan Ungku Mohamad,Batu Pahat,Johor,83000,1.849911,102.9526793
Jalan Zabedah,Batu Pahat,Johor,83000,1.8525577,102.9349403
Kampung Arab,Batu Pahat,Johor,83000,1.8483055,102.937743
Kampung Asam Kumbang,Batu Pahat,Johor,83000,1.8617725,102.8975098
Kampung Asam Kumbang,Batu Pahat,Johor,83000,1.844183,102.949791
Kampung Bagan,Batu Pahat,Johor,83000,1.8502298,102.8486076
Kampung Bagan,Batu Pahat,Johor,83000,1.848717,102.8635891
Kampung Baru/Kampung Sorok,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Beroleh,Batu Pahat,Johor,83000,1.869672,102.969365
Kampung Bindu,Batu Pahat,Johor,83000,1.909589,102.968085
Kampung Bintang,Batu Pahat,Johor,83000,1.863967,102.9003872
Kampung Broleh,Batu Pahat,Johor,83000,1.869672,102.969365
Kampung Bukit Pasir,Batu Pahat,Johor,83000,1.8775068,102.9428341
Kampung Dalam,Batu Pahat,Johor,83000,1.794083,102.894073
Kampung Gombak,Batu Pahat,Johor,83000,1.8691208,102.8957394
Kampung Istana,Batu Pahat,Johor,83000,1.861926,102.9580441
Kampung Johor,Batu Pahat,Johor,83000,1.8508185,102.9455855
Kampung Jorak Ilahi,Batu Pahat,Johor,83000,1.8865248,102.9406911
Kampung Jorak Senawi,Batu Pahat,Johor,83000,1.9191009,102.9338399
Kampung Kaki Bukit,Batu Pahat,Johor,83000,1.849986,102.952719
Kampung Kenangan Dato Onn,Batu Pahat,Johor,83000,1.8584808,102.9399558
Kampung Lada Hitam,Batu Pahat,Johor,83000,1.843577,102.947058
Kampung Lapis Peserai,Batu Pahat,Johor,83000,1.8485371,102.9149806
Kampung Linau,Batu Pahat,Johor,83000,1.872382,102.9321151
Kampung Low Piak,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Mampan,Batu Pahat,Johor,83000,1.870912,102.8819228
Kampung Merdeka,Batu Pahat,Johor,83000,1.852598,102.94042
Kampung Minyak Beku,Batu Pahat,Johor,83000,1.794571,102.894815
Kampung Muhibah,Batu Pahat,Johor,83000,1.850292,102.9209861
Kampung Padang Sari,Batu Pahat,Johor,83000,1.9021735,102.9013824
Kampung Parit Bakong,Batu Pahat,Johor,83000,1.7607064,103.0619066
Kampung Parit Besar,Batu Pahat,Johor,83000,1.801414,103.1694152
Kampung Parit Gantong,Batu Pahat,Johor,83000,1.8829814,102.9296206
Kampung Parit Kangkong,Batu Pahat,Johor,83000,1.856708,102.956257
Kampung Parit Kassim,Batu Pahat,Johor,83000,1.8976847,102.9128455
Kampung Parit Lapis Laut,Batu Pahat,Johor,83000,1.9908167,103.0112933
Kampung Parit Mobin,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Parit Mohamad,Batu Pahat,Johor,83000,1.9680556,102.8191667
Kampung Parit Rantau,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Parit Semangai,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Parit Separap,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Patah Pedang,Batu Pahat,Johor,83000,1.7783159,102.9182957
Kampung Pedada Kuning,Batu Pahat,Johor,83000,1.87565,102.8950892
Kampung Peserai,Batu Pahat,Johor,83000,1.8485371,102.9149806
Kampung Petani,Batu Pahat,Johor,83000,1.831821,102.9248809
Kampung Pinang,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Rahmat,Batu Pahat,Johor,83000,1.849442,102.9288341
Kampung Rumah Tersusun,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Satay,Batu Pahat,Johor,83000,1.853276,102.924943
Kampung Separap,Batu Pahat,Johor,83000,1.8436092,102.9470486
Kampung Solok Wan Moh,Batu Pahat,Johor,83000,1.8662814,102.9723215
Kampung Sorok,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Sungai Kajang,Batu Pahat,Johor,83000,1.850558,102.8997749
Kampung Sungai Tunggul,Batu Pahat,Johor,83000,1.8328893,102.9075736
Kampung Tambak,Batu Pahat,Johor,83000,1.8492415,102.9307246
Kampung Telok,Batu Pahat,Johor,83000,1.7947255,102.8880364
Kampung Telok Bakong,Batu Pahat,Johor,83000,1.8539494,102.9357477
Kampung Telok Buluh,Batu Pahat,Johor,83000,1.787888,102.9059302
Parit Abd Hadi,Batu Pahat,Johor,83000,1.9175,102.8841667
Parit Abd Rahman,Batu Pahat,Johor,83000,1.866123,102.9395401
Parit Abd Salam,Batu Pahat,Johor,83000,1.8263889,102.8697222
Parit Ahmad Tengah,Batu Pahat,Johor,83000,1.8539494,102.9357477
Parit Amat,Batu Pahat,Johor,83000,1.9694444,102.9461111
Parit Awang,Batu Pahat,Johor,83000,1.9869444,103.0602778
Parit Belemam,Batu Pahat,Johor,83000,1.9162848,102.949791
Parit Bengkok,Batu Pahat,Johor,83000,1.8475,102.8588889
Parit Besar Bagan,Batu Pahat,Johor,83000,1.850582,102.8546168
Parit Betung,Batu Pahat,Johor,83000,2.0663889,102.5641667
Parit Buloh,Batu Pahat,Johor,83000,1.8822222,102.9888889
Parit Haji Ali,Batu Pahat,Johor,83000,1.8757351,102.9692792
Parit Haji Ali Bagan,Batu Pahat,Johor,83000,1.8908333,102.8622222
Parit Haji Ibrahim,Batu Pahat,Johor,83000,1.844178,102.8621581
Parit Haji Moin,Batu Pahat,Johor,83000,1.854066,102.8496841
Parit Haji Nor,Batu Pahat,Johor,83000,1.870098,102.973994
Parit Haji Rasol,Batu Pahat,Johor,83000,1.8539494,102.9357477
Parit Haji Sidek,Batu Pahat,Johor,83000,1.8748766,102.9723322
Parit Ibrahim,Batu Pahat,Johor,83000,1.844178,102.8621581
Parit Imam,Batu Pahat,Johor,83000,1.878698,102.981448
Parit Ismail,Batu Pahat,Johor,83000,1.8783333,103.0213889
Parit Jabong,Batu Pahat,Johor,83000,1.8977778,102.9255556
Parit Jalil,Batu Pahat,Johor,83000,1.9157985,102.92214
Parit Ju,Batu Pahat,Johor,83000,2.0308333,102.9227778
Parit Kangkong,Batu Pahat,Johor,83000,1.8781584,102.9395648
Parit Kassim,Batu Pahat,Johor,83000,1.8976847,102.9128455
Parit Lahak,Batu Pahat,Johor,83000,1.9008333,102.9327778
Parit Lapis,Batu Pahat,Johor,83000,2.0099498,102.9225878
Parit Lapis Ismail,Batu Pahat,Johor,83000,1.9088889,102.8930556
Parit Mohamad,Batu Pahat,Johor,83000,1.870098,102.973994
Parit Panchor,Batu Pahat,Johor,83000,1.8522222,102.98
Parit Reduan,Batu Pahat,Johor,83000,1.7667151,102.9242072
Parit Saaban,Batu Pahat,Johor,83000,1.8539494,102.9357477
Parit Sabari,Batu Pahat,Johor,83000,1.7651023,102.9279052
Parit Salih,Batu Pahat,Johor,83000,1.8722586,102.986434
Parit Samak,Batu Pahat,Johor,83000,1.8755556,102.8383333
Parit Selulon,Batu Pahat,Johor,83000,1.895,102.9069444
Parit Separap,Batu Pahat,Johor,83000,1.9002778,102.8388889
Parit Siba,Batu Pahat,Johor,83000,1.8865724,102.850409
Parit Sidek,Batu Pahat,Johor,83000,1.8748766,102.9723322
Parit Surau,Batu Pahat,Johor,83000,1.8158333,103.1394444
Parit Taman,Batu Pahat,Johor,83000,1.9980889,102.969143
Parit Tebing Tinggi,Batu Pahat,Johor,83000,1.9027778,102.8975
Parit Tengah,Batu Pahat,Johor,83000,2.012607,102.798842
Parit Yani,Batu Pahat,Johor,83000,1.9578102,103.0279108
Pekan Bukit Pasir,Batu Pahat,Johor,83000,1.8481346,102.9451811
Penggaram,Batu Pahat,Johor,83000,1.8486289,102.92594
Segenting Kuala,Batu Pahat,Johor,83000,1.8539494,102.9357477
Simpang Kiri,Batu Pahat,Johor,83000,1.9191308,102.8744945
Simpang Lima,Batu Pahat,Johor,83000,1.86778,102.8827418
Simpang Rantai,Batu Pahat,Johor,83000,1.8468179,102.938057
Sungai Ayam,Batu Pahat,Johor,83000,1.7738444,102.93271
Sungai Suloh,Batu Pahat,Johor,83000,1.7859238,102.9318271
Taman Abdul Rahman Jaafar,Batu Pahat,Johor,83000,1.8554413,102.9404556
Taman Ampang Jaya,Batu Pahat,Johor,83000,1.837489,102.9302561
Taman Ampuan,Batu Pahat,Johor,83000,1.8418041,102.9315869
Taman Anggerik,Batu Pahat,Johor,83000,1.8610109,102.9577963
Taman Bahagia,Batu Pahat,Johor,83000,1.840992,102.9422318
Taman Bakti,Batu Pahat,Johor,83000,1.8724923,102.9848507
Taman Banang,Batu Pahat,Johor,83000,1.866838,102.9374719
Taman Banang Height,Batu Pahat,Johor,83000,1.8335675,102.9298825
Taman Banang Jaya,Batu Pahat,Johor,83000,1.814966,102.9555691
Taman Banang Ria,Batu Pahat,Johor,83000,1.831955,102.929251
Taman Bandar,Batu Pahat,Johor,83000,1.829413,102.954334
Taman Batu Pahat,Batu Pahat,Johor,83000,1.859828,102.9310762
Taman Bendahara Jaya,Batu Pahat,Johor,83000,1.846595,102.9006518
Taman Berlian,Batu Pahat,Johor,83000,1.872899,102.9603431
Taman Berlian Jaya,Batu Pahat,Johor,83000,1.8436602,102.9472406
Taman Bestari,Batu Pahat,Johor,83000,1.9071275,102.9521567
Taman Bilal,Batu Pahat,Johor,83000,1.887775,102.9476632
Taman Bintang Emas,Batu Pahat,Johor,83000,2.095243,102.6428602
Taman Broleh,Batu Pahat,Johor,83000,1.8623724,102.9766585
Taman Budaya,Batu Pahat,Johor,83000,1.864118,102.9590291
Taman Budaya Jaya,Batu Pahat,Johor,83000,1.880267,102.963807
Taman Bukit Mutiara,Batu Pahat,Johor,83000,1.835119,102.9454088
Taman Bukit Pasir,Batu Pahat,Johor,83000,1.864168,102.9404941
Taman Bukit Perdana,Batu Pahat,Johor,83000,1.843764,102.9542918
Taman Bunga Raya,Batu Pahat,Johor,83000,1.91962,102.95223
Taman Cahaya Purnama,Batu Pahat,Johor,83000,1.8774811,102.9513077
Taman Cemara,Batu Pahat,Johor,83000,1.875717,102.964458
Taman Cemerlang,Batu Pahat,Johor,83000,1.886423,102.953128
Taman Cemerlang Jaya,Batu Pahat,Johor,83000,1.886423,102.953128
Taman Cempaka Puteh,Batu Pahat,Johor,83000,1.866903,102.9728909
Taman Ceria,Batu Pahat,Johor,83000,1.851089,102.939527
Taman Ceria,Batu Pahat,Johor,83000,1.843577,102.947058
Taman Dagang,Batu Pahat,Johor,83000,1.8422477,102.9332149
Taman Damai,Batu Pahat,Johor,83000,1.864364,102.9245692
Taman Dato Abdul Rahman Jaafar,Batu Pahat,Johor,83000,1.860509,102.93621
Taman Desa,Batu Pahat,Johor,83000,1.873023,102.9787088
Taman Desa Suria,Batu Pahat,Johor,83000,1.8732124,102.9786216
Taman Emas,Batu Pahat,Johor,83000,1.8656764,102.9327605
Taman Emas Jaya,Batu Pahat,Johor,83000,1.865808,102.931366
Taman Emas Suria,Batu Pahat,Johor,83000,1.8512674,102.9089035
Taman Evergreen,Batu Pahat,Johor,83000,1.801287,102.960702
Taman Fajar,Batu Pahat,Johor,83000,1.8484325,102.9087437
Taman Flora,Batu Pahat,Johor,83000,1.860823,102.944169
Taman Flora Heights,Batu Pahat,Johor,83000,1.8587006,102.9463882
Taman Flora Jaya,Batu Pahat,Johor,83000,1.882893,102.9655958
Taman Flora Utama,Batu Pahat,Johor,83000,1.865138,102.9475912
Taman Hajat,Batu Pahat,Johor,83000,1.8630081,102.9384938
Taman Harmoni,Batu Pahat,Johor,83000,1.9837408,102.8681338
Taman Indah,Batu Pahat,Johor,83000,1.884079,102.9474338
Taman Industri Damai Plus,Batu Pahat,Johor,83000,1.862788,102.964806
Taman Intan,Batu Pahat,Johor,83000,1.890656,102.9543818
Taman Istana,Batu Pahat,Johor,83000,1.8280001,102.9576076
Taman Joseph,Batu Pahat,Johor,83000,1.85465,102.927747
Taman Kapal Layar,Batu Pahat,Johor,83000,1.910624,102.950598
Taman Kemajuan,Batu Pahat,Johor,83000,1.84057,102.945609
Taman Kemunting,Batu Pahat,Johor,83000,1.8617725,102.8975098
Taman Kemunting,Batu Pahat,Johor,83000,1.8765323,102.9447989
Taman Koperasi,Batu Pahat,Johor,83000,1.859899,102.949664
Taman Koperasi Bahagia,Batu Pahat,Johor,83000,1.859899,102.949664
Taman Kota Murni,Batu Pahat,Johor,83000,1.828486,102.921898
Taman Kurnia,Batu Pahat,Johor,83000,1.867646,102.9357961
Taman Lim Poon,Batu Pahat,Johor,83000,1.8489494,102.9413949
Taman Linau,Batu Pahat,Johor,83000,1.8405363,102.9263178
Taman Mahawangsa,Batu Pahat,Johor,83000,1.8539494,102.9357477
Taman Maju,Batu Pahat,Johor,83000,1.872124,102.9455179
Taman Makmur,Batu Pahat,Johor,83000,1.859847,102.936515
Taman Megah,Batu Pahat,Johor,83000,1.869784,102.9834079
Taman Melianium,Batu Pahat,Johor,83000,1.8539494,102.9357477
Taman Melodi,Batu Pahat,Johor,83000,1.8923295,102.947036
Taman Mewah,Batu Pahat,Johor,83000,1.838981,102.9436409
Taman Miri,Batu Pahat,Johor,83000,1.843577,102.947058
Taman Molek,Batu Pahat,Johor,83000,1.850875,102.89857
Taman Murni,Batu Pahat,Johor,83000,1.864439,102.943489
Taman Nira,Batu Pahat,Johor,83000,1.863726,102.9253882
Taman Oked,Batu Pahat,Johor,83000,1.871961,102.9783449
Taman Orchid Heights,Batu Pahat,Johor,83000,1.835104,102.9492641
Taman Pantai,Batu Pahat,Johor,83000,1.8389368,102.9277241
Taman Pantai Baru,Batu Pahat,Johor,83000,1.841874,102.929643
Taman Pasifik Selatan,Batu Pahat,Johor,83000,1.863456,102.956557
Taman Pelangi,Batu Pahat,Johor,83000,1.884175,102.965764
Taman Pelangi Indah,Batu Pahat,Johor,83000,1.8839508,102.9655334
Taman Penggaram,Batu Pahat,Johor,83000,1.84528,102.9443782
Taman Perdana,Batu Pahat,Johor,83000,1.850045,102.9488839
Taman Permata,Batu Pahat,Johor,83000,1.870276,102.9842111
Taman Perpaduan,Batu Pahat,Johor,83000,1.8617725,102.8975098
Taman Perpaduan,Batu Pahat,Johor,83000,1.876745,102.961156
Taman Perwira,Batu Pahat,Johor,83000,1.8750642,102.9777013
Taman Peserai,Batu Pahat,Johor,83000,1.8492645,102.9041559
Taman Purnama,Batu Pahat,Johor,83000,1.8535517,102.8889123
Taman Putera,Batu Pahat,Johor,83000,1.8671511,102.9345593
Taman Putera 2,Batu Pahat,Johor,83000,1.870939,102.9524299
Taman Putera Indah,Batu Pahat,Johor,83000,2.005241,102.997322
Taman Putera Jaya,Batu Pahat,Johor,83000,1.875747,102.9515879
Taman Puteri Indah,Batu Pahat,Johor,83000,1.874594,102.9541421
Taman Puteri Indah Utama,Batu Pahat,Johor,83000,1.88746,102.969356
Taman Puteri Jaya,Batu Pahat,Johor,83000,1.875747,102.9515879
Taman Puteri Jaya 2,Batu Pahat,Johor,83000,1.8775901,102.9520266
Taman Putri,Batu Pahat,Johor,83000,1.874452,102.948386
Taman Ria,Batu Pahat,Johor,83000,1.8617725,102.8975098
Taman Ria,Batu Pahat,Johor,83000,1.861494,103.0032799
Taman Ros,Batu Pahat,Johor,83000,1.8625152,102.9572713
Taman Santalia,Batu Pahat,Johor,83000,1.92005,102.94964
Taman Sejahtera,Batu Pahat,Johor,83000,1.8569,102.93178
Taman Sentosa,Batu Pahat,Johor,83000,1.860425,102.963929
Taman Seri Berlian,Batu Pahat,Johor,83000,1.887742,102.9534098
Taman Seri Emas,Batu Pahat,Johor,83000,1.8835663,102.9626635
Taman Seri Jaya,Batu Pahat,Johor,83000,1.865937,102.9514979
Taman Seri Kenangan,Batu Pahat,Johor,83000,1.84413,102.9389455
Taman Seri Penggaram,Batu Pahat,Johor,83000,1.84528,102.9443782
Taman Seri Saga,Batu Pahat,Johor,83000,1.8621475,102.966942
Taman Setia Jaya,Batu Pahat,Johor,83000,1.8677,102.9460972
Taman Simpang Lima,Batu Pahat,Johor,83000,1.86778,102.8827418
Taman Soga,Batu Pahat,Johor,83000,1.836797,102.93732
Taman Sri Fajar,Batu Pahat,Johor,83000,1.849492,102.908839
Taman Sri Idaman,Batu Pahat,Johor,83000,1.890783,102.9488371
Taman Sri Molek,Batu Pahat,Johor,83000,1.850875,102.89857
Taman Sri Mulia,Batu Pahat,Johor,83000,1.882692,102.936593
Taman Sri Saga,Batu Pahat,Johor,83000,1.8621475,102.966942
Taman Sri Wangi,Batu Pahat,Johor,83000,2.015901,103.066052
Taman Sri Wangsa,Batu Pahat,Johor,83000,1.882376,102.9576769
Taman Syed Esa,Batu Pahat,Johor,83000,1.8419645,102.9281221
Taman Tanah Merah,Batu Pahat,Johor,83000,1.8500967,102.9471516
Taman Tanjung,Batu Pahat,Johor,83000,1.8426947,102.9424743
Taman Tanjung Indah,Batu Pahat,Johor,83000,1.828381,102.9573742
Taman Tasek,Batu Pahat,Johor,83000,1.8774743,102.9471516
Taman Tasek Merdeka,Batu Pahat,Johor,83000,1.8457432,102.9364762
Taman Warisan,Batu Pahat,Johor,83000,1.850488,102.9085852
Taman Wawasan,Batu Pahat,Johor,83000,1.7887289,102.9651427
Taman Wiramas,Batu Pahat,Johor,83000,1.863859,102.939337
Tongkang Pecah,Batu Pahat,Johor,83000,1.916464,102.9527669
Bekok,Bekok,Johor,86500,2.2965282,103.1305923
Kampung Baru,Bekok,Johor,86500,2.2359533,103.5581527
Kampung Kemidak,Bekok,Johor,86500,2.2965282,103.1305923
Kampung Kudung,Bekok,Johor,86500,2.3217245,103.1871581
Kampung Lenik,Bekok,Johor,86500,2.2965282,103.1305923
Kampung Melayu,Bekok,Johor,86500,2.2965282,103.1305923
Kampung Melayu Baru,Bekok,Johor,86500,2.2956509,103.1339422
Kampung Pancha Jaya,Bekok,Johor,86500,2.291736,103.134399
Kampung Selai,Bekok,Johor,86500,2.2965282,103.1305923
Kampung Sri Tembayan,Bekok,Johor,86500,2.322483,103.1801069
Kampung Tamok,Bekok,Johor,86500,2.2965282,103.1305923
Taman Berjaya,Bekok,Johor,86500,2.2965282,103.1305923
Taman Mutiara Fasa I,Bekok,Johor,86500,2.301931,103.1277409
Taman Negara,Bekok,Johor,86500,2.2980924,103.1351266
Taman Rakyat,Bekok,Johor,86500,2.2965282,103.1305923
Taman Satria,Bekok,Johor,86500,2.2975048,103.13555
Taman Seng Lee,Bekok,Johor,86500,2.3004215,103.1284914
Taman Seri Bekok,Bekok,Johor,86500,2.2965282,103.1305923
Taman Seri Bekok I & II,Bekok,Johor,86500,2.2970977,103.1333212
Taman Skim,Bekok,Johor,86500,2.2965282,103.1305923
Taman Skim Fasa II,Bekok,Johor,86500,2.2965282,103.1305923
Taman Skina,Bekok,Johor,86500,2.2965282,103.1305923
Taman Sri Mahkota,Bekok,Johor,86500,2.2965282,103.1305923
Bandar Baru Benut,Benut,Johor,82200,1.643432,103.258708
Benut,Benut,Johor,82200,1.64572,103.258557
Jalan Wak Suradi,Benut,Johor,82200,1.64572,103.258557
Kampung Baru Benut,Benut,Johor,82200,1.6115747,103.2677912
Kampung Baru Orang Asli,Benut,Johor,82200,1.64109,103.284022
Kampung Baru Orang Asli,Benut,Johor,82200,1.4777682,103.8435872
Kampung Batang Duku,Benut,Johor,82200,1.64109,103.284022
Kampung Batang Duku,Benut,Johor,82200,1.64572,103.258557
Kampung Batang Sepan,Benut,Johor,82200,1.64109,103.284022
Kampung Batang Sepan,Benut,Johor,82200,1.64572,103.258557
Kampung Kuala Benut,Benut,Johor,82200,1.6444616,103.2533622
Kampung Kuala Benut,Benut,Johor,82200,1.5002849,103.8672434
Kampung Lama,Benut,Johor,82200,1.6572222,103.2508333
Kampung Lapis Layang,Benut,Johor,82200,1.64572,103.258557
Kampung Lapis Sayang,Benut,Johor,82200,1.64109,103.284022
Kampung Lubok Sipat,Benut,Johor,82200,1.742438,103.249804
Kampung Nelayan,Benut,Johor,82200,1.6109221,104.2592169
Kampung Parit Abas,Benut,Johor,82200,1.7177778,103.2027778
Kampung Parit Bachok,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Bachok,Benut,Johor,82200,1.7025,103.32
Kampung Parit Bertak Darat,Benut,Johor,82200,1.7133177,103.2037475
Kampung Parit Betak,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Betak,Benut,Johor,82200,1.7169444,103.2061111
Kampung Parit Daeng Masingah,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Guntung,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Guntung,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Haji Abd Rahman,Benut,Johor,82200,1.6510896,103.23241
Kampung Parit Haji Arif Darat,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Haji Hussin,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Haji Hussin,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Haji Yusof,Benut,Johor,82200,1.7335248,103.2507935
Kampung Parit Jabir Darat,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Jabir Laut,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Jambi,Benut,Johor,82200,1.6766667,103.2675
Kampung Parit Mansor,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Mansor,Benut,Johor,82200,1.7154148,103.2929044
Kampung Parit Markasar,Benut,Johor,82200,1.7005052,103.2917677
Kampung Parit Markom,Benut,Johor,82200,1.715335,103.2974888
Kampung Parit Mazelan,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Othman,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Pinang Tengah,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Pinang Tengah,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Puteri Menangis,Benut,Johor,82200,1.6352961,103.2912895
Kampung Parit Ramunia,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Selangor,Benut,Johor,82200,1.6688889,103.2941667
Kampung Parit Serom,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Talibek,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Tengah,Benut,Johor,82200,1.639588,103.2850001
Kampung Parit Terampil,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Terampil,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Terus,Benut,Johor,82200,1.64109,103.284022
Kampung Parit Terus,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Wak Kawek,Benut,Johor,82200,1.64572,103.258557
Kampung Parit Yassin,Benut,Johor,82200,1.735608,103.2969049
Kampung Pematang Duku Lapis,Benut,Johor,82200,1.64572,103.258557
Kampung Pematang Sepam Laut,Benut,Johor,82200,1.64572,103.258557
Kampung Permatang Duku,Benut,Johor,82200,1.7116072,103.2111377
Kampung Permatang Duku Laut,Benut,Johor,82200,1.7116072,103.2111377
Kampung Permatang Palas,Benut,Johor,82200,1.64109,103.284022
Kampung Permatang Palas Darat,Benut,Johor,82200,1.64109,103.284022
Kampung Permatang Palas Tengah,Benut,Johor,82200,1.64109,103.284022
Kampung Permatang Sepam Darat,Benut,Johor,82200,1.64572,103.258557
Kampung Permatang Sepam Tengah,Benut,Johor,82200,1.64109,103.284022
Kampung Sungai Besar,Benut,Johor,82200,1.6567553,103.2128054
Kampung Tampok Laut,Benut,Johor,82200,1.65726,103.1978277
Lorong Haji Omar,Benut,Johor,82200,1.64572,103.258557
Parit Abas,Benut,Johor,82200,1.7177778,103.2027778
Parit Abdul Rahman,Benut,Johor,82200,1.7452778,103.2608333
Parit Archong,Benut,Johor,82200,1.6883333,103.21
Parit Asam Kumbang,Benut,Johor,82200,1.6405556,103.2652778
Parit Besar,Benut,Johor,82200,1.6333333,103.2166667
Parit Betak,Benut,Johor,82200,1.7169444,103.2061111
Parit Buntong,Benut,Johor,82200,1.64572,103.258557
Parit Daeng Masingah,Benut,Johor,82200,1.64572,103.258557
Parit Dahlan,Benut,Johor,82200,1.7083333,103.3216667
Parit Getak,Benut,Johor,82200,1.6797222,103.2602778
Parit Haji Abd Rahman,Benut,Johor,82200,1.6510896,103.23241
Parit Haji Arif,Benut,Johor,82200,1.7127778,103.2488889
Parit Haji Yusof,Benut,Johor,82200,1.7333333,103.2508333
Parit Hassan,Benut,Johor,82200,1.7805544,103.2954716
Parit Hussin,Benut,Johor,82200,1.7394444,103.2636111
Parit Ibrahim,Benut,Johor,82200,1.7569444,103.2538889
Parit Ismail,Benut,Johor,82200,1.7162195,103.2927055
Parit Jamal,Benut,Johor,82200,1.7366667,103.2638889
Parit Karimin,Benut,Johor,82200,1.6697222,103.2444444
Parit Kerimon,Benut,Johor,82200,1.684675,103.2278348
Parit Lubok Sipat,Benut,Johor,82200,1.7183333,103.2613889
Parit Lubuk Sipat Lapis,Benut,Johor,82200,1.64572,103.258557
Parit Madirono,Benut,Johor,82200,1.7169444,103.2061111
Parit Manaf,Benut,Johor,82200,1.64572,103.258557
Parit Mansor,Benut,Johor,82200,1.7166667,103.2922222
Parit Marjonid Darat,Benut,Johor,82200,1.64572,103.258557
Parit Marjonid Laut,Benut,Johor,82200,1.64572,103.258557
Parit Markusang,Benut,Johor,82200,1.64572,103.258557
Parit Mastar,Benut,Johor,82200,1.6513889,103.2627778
Parit Md Arif,Benut,Johor,82200,1.64572,103.258557
Parit Othman,Benut,Johor,82200,1.6858333,103.3272222
Parit Pinang,Benut,Johor,82200,1.6741667,103.2552778
Parit Rambah,Benut,Johor,82200,1.4333333,103.4166667
Parit Ramunia,Benut,Johor,82200,1.6833333,103.3
Parit Salleh,Benut,Johor,82200,1.7097222,103.2902778
Parit Satu,Benut,Johor,82200,1.6422222,103.3236111
Parit Sayang,Benut,Johor,82200,1.6377778,103.2616667
Parit Seraya,Benut,Johor,82200,1.6466667,103.2738889
